Q9FFN1	AT5G03800
Q1PED2	AT4G00130
Q3E912	AT5G27370
Q4PSY2	AT1G61130
Q8S8E6	AT2G04675
Q94K48	AT3G62530
Q9LQ29	AT1G33770
Q9LUB4	AT5G48200
Q9LZT0	AT3G46030
A0A1I9LT82	AT3G29794
A0A1P8AQ87	AT1G27610
A0A1P8B460	AT4G08535
A7REE9	AT1G34800
A7REE9	AT1G34805
A7REE9	AT1G34820
A7REE9	AT1G34825
F4K2D3	AT5G06190
O80497	AT2G44570
O81010	AT2G22930
P0CB25	AT4G38070
P0DKC3	AT5G36700
P93319	ATMG00670
Q42262	AT4G34670
Q42340	AT5G18380
Q5XVH7	AT1G61920
Q8RV72	AT2G11270
Q9C8Y6	AT1G66310
Q9FFT0	AT5G41500
Q9FN78	AT5G17730
Q9LIB4	AT3G16880
Q9LS02	AT3G25770
Q9M0W0	AT4G05350
Q9SHX9	AT1G65770
Q9SI64	AT2G16500
Q9STL1	AT3G48310
A0A1I9LLE1	AT3G63255
A0A1I9LT65	AT3G14467
A0A1I9LTB9	AT3G13276
A0A1P8B5J9	AT4G27845
F4I871	AT1G57830
F4IFY6	AT2G33796
F4IJB6	AT2G06845
F4KFK3	AT5G16980
O64776	AT1G61440
Q1PEY8	AT2G29910
Q2V333	AT5G35195
Q3ECR3	AT1G53360
Q4VNZ8	AT2G03933
Q6NKX3	AT2G04230
Q84TD5	AT5G27400
Q949P1	AT4G19230
Q9C9G2	AT1G68270
Q9CAB8	AT1G70680
Q9LM59	AT1G22020
Q9LUW3	AT3G22345
Q9SJL6	AT2G36900
Q9STF7	AT3G46850
Q9ZUD0	AT1G23645
A0A1I9LRM4	AT3G03340
A0A1P8AN84	AT1G65735
B3H4K7	AT3G15340
B3H4Y2	AT1G65484
F4HR92	AT1G33612
F4ISC6	AT2G11626
F4JHJ3	AT4G02465
F4JNA9	AT4G16860
F4K741	AT5G28410
O64613	AT2G18830
O80714	AT2G47120
P82633	AT4G22115
P92528	ATMG00910
Q2V4J8	AT1G31772
Q39080	AT1G32210
Q9FKB9	AT5G48770
Q9LQ83	AT1G01730
Q9LSI7	AT3G28470
Q9LTF5	AT5G52620
Q9LTK7	AT5G52130
Q9LZ91	AT5G02340
A0A1I9LNT0	AT3G18775
A0A1P8B2C8	AT2G10025
F4HQX6	AT1G19750
F4I3K4	AT1G56145
F4J339	AT3G44480
F4JA50	AT3G25727
F4JJC8	AT4G15056
F4JP81	AT4G17580
O23629	AT3G45980
Q1PDF5	AT5G66970
Q3EBI7	AT2G40910
Q3ECM7	AT1G58242
Q42337	AT2G37120
Q9C6H3	AT1G66620
Q9FM54	AT5G62980
Q9FPE4	AT1G28660
Q9LJH5	AT3G14130
Q9LNU1	AT1G20160
Q9LYQ8	AT5G07070
Q9SJ10	AT2G21890
Q9STP1	AT4G27850
Q9SVC4	AT3G52420
A0A1P8ASF8	AT1G66870
A0A1P8AUK0	AT1G61565
A0A1P8B947	AT4G06643
B3H5H2	AT5G44306
F4HPF4	AT1G32975
F4IBE4	AT1G58807
F4J7V3	AT3G30820
F4K0T3	AT5G05720
P82769	AT3G20997
Q1PE50	AT4G25930
Q2V3K5	AT4G08868
Q2V4L5	AT1G24062
Q56Y48	AT1G31990
Q7X8C5	AT1G16130
Q94C57	AT4G34135
Q94F40	AT1G28600
Q9FJI4	AT5G60320
Q9LFP6	AT5G15100
Q9LSY0	AT3G21840
Q9LYN3	AT3G56080
Q9M149	AT4G01190
Q9SIL7	AT2G20520
Q9STF5	AT3G46810
A0A1I9LRY8	AT3G62695
A0A1P8B1X0	AT2G40020
A0A1P8B5A1	AT4G09300
A7REF0	AT1G34860
F4I4V4	AT1G30455
F4I5L3	AT1G77150
F4J9C1	AT3G53305
O22194	AT2G23130
O23467	AT4G16200
O48849	AT2G32680
Q8GXT2	AT2G44470
Q8H1R7	AT4G26340
Q8S8N2	AT2G31083
Q94K36	AT3G24100
Q9C5K8	AT5G20900
Q9CAL9	AT1G70450
Q9FX54	AT1G13440
Q9FXJ4	AT1G28710
Q9M1Q9	AT3G62150
Q9STJ0	AT4G12210
Q9T0F7	AT4G09990
Q9ZSI9	AT4G01740
Q9ZVF2	AT2G01530
A0A1P8AW67	AT1G51870
A0A1P8AXM6	AT2G12205
F4ISS7	AT2G32140
O64698	AT2G34490
O82263	AT2G47960
Q0WKW1	AT3G08020
Q2V468	AT2G22805
Q6DYD0	AT3G09140
Q8VZQ9	AT4G31620
Q9C5S9	AT4G23140
Q9CAN5	AT1G63080
Q9FL81	AT5G39260
Q9LRQ1	AT3G29740
Q9SRI1	AT3G01340
Q9SVQ3	AT4G13240
Q9SW31	AT4G24950
A0A1P8ASG6	AT1G04105
F4IME1	AT2G17000
F4J5L7	AT3G45525
F4KIA8	AT5G10800
P82750	AT2G22121
P82755	AT2G14935
Q1PFJ4	AT1G57943
Q2V366	AT5G19172
Q2V3L0	AT4G08028
Q39010	AT2G30980
Q949R3	AT5G33390
Q94AW8	AT3G44110
Q9C6H5	AT1G66600
Q9C8N7	AT1G34390
Q9LV45	AT3G24580
Q9LXB7	AT5G09520
Q9M9V9	AT3G05540
Q9SIC3	AT2G31460
Q9SR36	AT3G09270
Q9ZQ89	AT2G03530
A0A1P8AWJ9	AT1G26225
A0A1P8BDX7	AT5G02065
A0MFL4	AT5G41590
A8MRC5	AT5G36658
F4IPQ0	AT2G24510
F4J390	AT3G51110
F4JFY6	AT4G08395
O04311	AT3G16450
Q3EC60	AT2G05900
Q8L9A0	AT4G30930
Q8LFM0	AT4G29285
Q9C7D2	AT3G12240
Q9FGP8	AT5G50470
Q9FJ15	AT5G49250
Q9FKW1	AT5G44270
Q9FNP8	AT5G61170
Q9FWW8	AT1G12190
Q9LM90	AT1G20600
Q9LQC1	AT1G58310
Q9LVM3	AT5G58250
Q9LXY7	AT3G56530
Q9LZZ2	AT3G60710
Q9S9X7	AT4G07350
Q9SH10	AT1G77910
Q9T019	AT4G11210
Q9ZVA0	AT1G78815
A0A1I9LM76	AT3G16525
A0A1I9LTQ8	AT3G52075
A0A1P8B0V4	AT2G18685
F4I1P7	AT1G49250
F4I3J4	AT1G56085
F4I4K9	AT1G23037
F4KCY0	AT5G30341
O49840	AT2G02800
O65581	AT4G26530
O82498	AT4G11180
Q2V2Z3	AT5G51845
Q3E7J8	AT1G61160
Q500Z7	AT5G40550
Q93ZA5	AT3G61020
Q9FFL9	AT5G35830
Q9FVT4	AT1G57690
Q9FXD1	AT1G67650
Q9LS46	AT3G18440
Q9LUT9	AT3G17320
Q9M833	AT3G04540
Q9SH38	AT1G63540
Q9SIU4	AT2G13500
Q9SJC4	AT2G04450
Q9SNE2	AT3G50250
A0A1I9LPK7	AT3G26512
A0A1I9LT96	AT3G22337
A0A1P8AM83	AT1G27535
A0A1P8B781	AT4G20703
F4IJ77	AT2G46620
F4IZ43	AT3G43420
F4JF58	AT3G48830
O23077	AT4G00250
O23413	AT4G15620
P0C0B0	AT1G24000
P0C2F6	AT1G65750
P0CJ52	AT4G20620
P50700	AT4G11650
P56793	ATCG00790
Q2V488	AT2G12475
Q8LB81	AT5G33370
Q9FIE9	AT5G59280
Q9FX45	AT1G73530
Q9LQZ0	AT1G75470
Q9LTF6	AT5G52610
Q9LXQ0	AT3G44130
Q9LXR0	AT3G58920
Q9SXE8	AT1G62490
A0A1I9LP79	AT3G19613
A0A1P8BFD5	AT5G15025
A0A1P8BGS0	AT5G30360
O65434	AT4G20200
O65693	AT4G34730
Q2V309	AT5G46877
Q2V465	AT2G22970
Q9C914	AT1G74290
Q9C9K4	AT1G76530
Q9FFR6	AT5G41640
Q9FK54	AT5G18160
Q9FY64	AT5G09510
Q9LIK4	AT3G22935
Q9LS21	AT5G38010
Q9LW64	AT3G23325
Q9LX73	AT3G46220
Q9STT7	AT3G47760
Q9ZSB4	AT4G10560
A0A1P8ANE2	AT1G56418
A0A1P8B3C0	AT4G07325
A0A1P8BHB4	AT5G38743
A2RVJ6	AT4G20290
F4ILN3	AT2G29840
F4J687	AT3G11300
F4JD25	AT3G61028
F4KBW5	AT5G51195
O22711	AT1G60740
O80476	AT2G23600
O82382	AT2G29740
P31167	AT3G08580
P47192	AT2G33120
P55737	AT5G56030
Q1G3L6	AT3G25573
Q1PF10	AT2G23900
Q6DR65	AT2G17920
Q8GZ72	AT4G07825
Q94BZ4	AT2G34655
Q9FI84	AT5G06020
Q9LZL1	AT5G02210
Q9SA86	AT1G30710
A0A1P8ASY8	AT1G55755
A0A1P8AUK9	AT1G61562
F4HPL1	AT1G44940
F4I1K2	AT1G36050
F4J4A1	AT3G44800
F4JP00	AT4G11385
O04515	AT1G09950
O22188	AT2G23190
O82283	AT2G35580
P0CB27	AT1G10895
P0DH96	AT1G66410
Q0WPH4	AT2G21840
Q570S7	AT4G24010
Q9C7F2	AT1G28010
Q9C8V0	AT1G33930
Q9FF28	AT5G38350
Q9FK89	AT5G22490
Q9FLF4	AT5G64660
Q9FZC7	AT1G26410
Q9LIR2	AT3G23955
Q9LRL2	AT3G21965
Q9M9R5	AT1G14480
Q9SNB9	AT3G46590
A0A1I9LSV6	AT3G19565
A0A1P8AX78	AT2G31265
A0A1P8B2Y0	AT2G02525
A7REE7	AT1G34792
A8MQA4	AT4G15953
F4IMB5	AT2G07698
F4J1T4	AT3G29140
F4J7G2	AT3G11773
P46688	AT4G09610
P93287	AT2G07724
P93287	ATMG00200
Q0WSZ6	AT1G72125
Q3EC44	AT2G07777
Q3ECP1	AT1G55710
Q56YG0	AT1G10225
Q5XEN5	AT4G22745
Q6NML0	AT1G49210
Q8GX11	AT1G43667
Q8GYX0	AT4G19045
Q8LFT2	AT2G14120
Q8RXK2	AT5G67240
Q9C6A9	AT1G47210
Q9FFQ4	AT5G63600
Q9LIP3	AT3G26330
Q9LPK6	AT1G21540
Q9LUP9	AT3G17480
Q9LZE9	AT5G03400
Q9SJP6	AT2G15350
Q9STE6	AT3G46720
Q9XEF1	AT2G40210
Q9XH18	AT4G07740
Q9ZPU3	AT2G13950
A0A1P8B5A6	AT4G21460
A0A1P8BGN4	AT5G15533
B3H453	AT5G38435
F4I6H4	AT1G40083
F4IIQ1	AT2G28460
F4J827	AT3G52700
F4JIB7	AT4G08640
O49341	AT2G30760
O49344	AT2G30790
O64685	AT2G34620
O64890	AT2G44550
P0DKH1	AT1G10715
Q38798	AT5G07340
Q3E7V3	AT2G04041
Q3E8G9	AT5G45113
Q6NPG7	AT5G43822
Q8S8Q0	AT2G30925
Q9C606	AT1G25988
Q9C8W0	AT1G36030
Q9C9Y7	AT3G08700
Q9LUC5	AT3G14690
Q9M1U2	AT3G45170
A0A1I9LPQ3	AT3G13075
A0A1P8B2L3	AT2G10545
A0A1P8B6G5	AT4G32080
F4IRD4	AT2G11005
F4JFJ3	AT3G02060
F4JG82	AT4G03443
O65719	AT3G09440
P48482	AT5G59160
Q1G373	AT5G37147
Q8GUJ1	AT2G30460
Q8RY94	AT4G18440
Q8RYC2	AT2G42100
Q8S895	AT2G17640
Q9FJB5	AT5G35450
Q9FNQ5	AT5G61100
Q9FZE7	AT1G47702
Q9LDH8	AT5G55880
Q9LDH8	AT5G55890
Q9SJ54	AT2G35960
Q9ZW18	AT2G29350
A0A1I9LT75	AT3G05365
A0A1P8B340	AT2G04621
A0A1P8BCW1	AT5G06645
A0A1P8BER7	AT5G35510
A4IJ27	AT4G00460
F4JGB0	AT4G03728
F4JL89	AT4G28395
F4JTY9	AT4G19770
F4K4F5	AT5G36480
O04084	AT1G11080
O04488	AT1G09650
P92527	ATMG00900
Q6ID99	AT1G20816
Q8LLD4	AT3G06540
Q9C6Q5	AT1G50470
Q9C8C4	AT1G43080
Q9FGB0	AT5G50010
Q9LJ68	AT3G18980
Q9LNW1	AT1G07410
Q9SUD8	AT4G28010
Q9ZUU7	AT2G28050
A0A1I9LPM3	AT3G44405
A0A1P8ATQ1	AT1G49225
A0A1P8BA53	AT5G26280
A8MQI1	AT3G30383
B3H4T7	AT1G63057
F4ITM2	AT2G26135
O65688	AT4G34650
O82184	AT2G35070
Q2V4B9	AT1G79820
Q8GX84	AT1G01350
Q8W4H7	AT1G07930
Q9LSF7	AT3G25182
Q9LSX8	AT3G21860
Q9LTA7	AT5G49860
Q9M2V6	AT3G55100
Q9SHW4	AT2G10930
Q9SUU7	AT4G32450
A0A1I9LT34	AT3G44753
A0A1P8BER4	AT5G43064
F4HTR3	AT1G67780
F4HZZ2	AT1G35617
F4I3A0	AT1G36950
F4I9X6	AT1G65350
F4IVQ7	AT2G33175
F4JHB3	AT4G00420
F4K5V7	AT5G37030
F4KA15	AT5G28810
P82789	AT5G38330
Q66GJ1	AT4G12320
Q8H118	AT3G23300
Q9C8D6	AT1G66100
Q9FJ92	AT5G52000
Q9LD37	AT3G17700
Q9LIA0	AT3G29430
Q9LKR7	AT5G28510
Q9LQ25	AT1G33720
Q9LQI8	AT1G17360
Q9LT67	AT3G19500
Q9LUD9	AT3G14550
F4HXI5	AT1G02440
F4IUR8	AT2G32880
F4KFM6	AT5G17150
F4KHL6	AT5G52720
O64631	AT2G45510
O82379	AT2G29770
Q1PEU9	AT2G43270
Q6NLQ6	AT3G57530
Q9FIF3	AT5G59240
Q9LS16	AT5G38040
Q9LUZ6	AT5G58600
Q9SUB1	AT4G21030
Q9ZU68	AT2G18530
A0A1P8AXS2	AT2G02493
A0A1P8BAW7	AT5G25995
F4JA80	AT3G32180
F4JHJ7	AT4G02489
F4JI85	AT4G03360
O64760	AT2G34970
O64840	AT2G26320
O82492	AT4G10700
P0C2G0	AT1G06630
P40940	AT2G24765
P92564	ATMG01350
P93278	ATMG00040
Q0WT40	AT4G15290
Q3EAY2	AT3G28590
Q3EC97	AT1G80570
Q4PT00	AT1G47810
Q8RXT4	AT3G63280
Q8RXT5	AT4G11560
Q9C7M1	AT1G55030
Q9C7P1	AT1G29600
Q9CAA9	AT1G68920
Q9FI82	AT5G06040
Q9FZG4	AT1G47840
Q9LNX0	AT1G07476
Q9M9W9	AT3G05640
Q9SD86	AT5G07980
Q9STK8	AT3G48280
Q9STU1	AT3G47720
Q9ZVA5	AT1G78860
F4I6H7	AT1G40129
F4I847	AT1G57650
P59226	AT1G09200
P59226	AT3G27360
P59226	AT5G10390
P59226	AT5G10400
P59226	AT5G65360
P92538	ATMG01040
Q1PDQ2	AT5G39630
Q1PEV9	AT2G39240
Q2V4G3	AT1G58055
Q8GYB0	AT4G15260
Q9CAD6	AT1G63710
Q9FLA3	AT5G44940
Q9LXC5	AT5G09610
Q9M1F7	AT3G45500
Q9SIF5	AT2G03980
Q9SKI1	AT2G06570
Q9SSE8	AT3G07620
Q9SUF3	AT4G08270
A0A1P8B0Q4	AT2G16980
C0LGT5	AT5G16900
F4J4A0	AT3G44790
O48843	AT2G32740
O80758	AT1G60370
P0CC33	ATCG01250
P51414	AT3G49910
P83291	AT5G20080
Q2HQ46	AT4G29035
Q42328	AT2G43510
Q5XV21	AT5G46140
Q8RWS6	AT5G49730
Q8VYN3	AT2G27535
Q8W037	AT2G34390
Q9C5S8	AT4G23130
Q9CAR4	AT1G69810
Q9FFW6	AT5G38550
Q9FI31	AT5G48070
Q9FMW6	AT5G23350
Q9LXZ5	AT3G56450
Q9M0V9	AT4G05360
Q9S7H3	AT5G27080
Q9SRW1	AT3G03840
Q9SVZ6	AT4G25890
Q9ZUC7	AT1G23680
A0A1P8BAJ1	AT5G18640
F4HSY5	AT1G27550
F4HY09	AT1G21470
O80493	AT1G09157
O81914	AT1G02250
P82640	AT4G10767
Q1G388	AT4G08691
Q2V461	AT2G24617
Q2V4A5	AT2G03955
Q5BPT7	AT2G16210
Q680P8	AT3G43980
Q680P8	AT3G44010
Q6NMM0	AT1G29420
Q8GRX1	AT1G47600
Q8GXE2	AT4G14716
Q8L5W8	AT2G46970
Q8S8A7	AT2G04060
Q9C819	AT1G52270
Q9FJG1	AT5G18010
Q9FVV8	AT1G71320
Q9LNL0	AT1G34510
Q9LX81	AT3G46140
A0A1I9LSA7	AT3G22125
A0A1P8ANJ8	AT1G52603
B3H7I1	AT5G44585
F4I9H4	AT1G42680
F4JPR2	AT4G36510
P0DI07	AT1G71920
Q2V369	AT5G18407
Q2V3Z5	AT3G01323
Q39176	AT4G12480
Q3E7I8	AT1G43600
Q8H1G2	AT4G20480
Q9C515	AT1G66090
Q9C641	AT1G45332
Q9C6D3	AT1G49810
Q9C774	AT3G11270
Q9CA16	AT1G77780
Q9FH02	AT5G42270
Q9FXG2	AT1G29870
Q9LUU5	AT3G17265
Q9M175	AT3G45680
A0A1I9LRR4	AT3G27495
A0A1P8AXW3	AT2G46765
A0A1P8AY68	AT2G02455
A0A1P8B2K1	AT2G34220
B3H484	AT2G01023
F4HQ17	AT1G66880
F4HVB3	AT1G61475
F4HYK7	AT1G54820
F4J1W7	AT3G44235
F4JYU9	AT5G54148
P82630	AT4G15733
Q4PSQ5	AT2G47280
Q8LFL4	AT3G28455
Q94C75	AT5G08620
Q9C8C2	AT1G43100
Q9FFC0	AT5G22880
Q9FFE9	AT5G16340
Q9FKY2	AT5G66000
Q9LHD9	AT3G28270
Q9LVY7	AT5G36110
Q9SD64	AT3G47090
Q9SI34	AT2G04920
Q9STH3	AT4G12380
Q9SU80	AT4G29710
Q9SVV4	AT4G28870
Q9SZ82	AT4G09660
Q9ZUA6	AT2G01780
A0A1P8AVP6	AT1G54957
A0A1P8AZS0	AT2G07662
B3H5T9	AT5G34829
F4HPG8	AT1G33070
F4I0Z5	AT1G09480
F4I179	AT1G15840
F4I8X6	AT1G11540
F4IXU3	AT3G43148
O22834	AT2G43690
P0DKL4	AT3G55200
P82764	AT2G33233
Q07098	AT1G10430
Q1G3V3	AT1G11362
Q8GTY0	AT5G60390
Q9ASZ1	AT4G00270
Q9C8K0	AT1G51480
Q9FMB0	AT5G38910
Q9LUV7	AT3G22421
Q9LZP6	AT3G62440
Q9M2F1	AT3G61110
Q9SHS1	AT2G13450
Q9SIK2	AT2G21580
Q9T055	AT4G11870
A0A1P8AWD0	AT1G76465
A0A1R7T3B3	AT5G54710
F4J364	AT3G44690
F4KCZ1	AT5G38920
O23498	AT4G16540
P0CB24	AT4G38065
Q3E960	AT5G25300
Q5BPS8	AT2G27320
Q5Q0F5	AT1G24270
Q8GY68	AT1G62110
Q9C725	AT1G55070
Q9FLQ3	AT5G55080
Q9LDT0	AT4G11460
Q9LHT2	AT5G36720
Q9LHT2	AT5G36805
Q9LIG8	AT3G20950
Q9LIK6	AT3G22920
Q9LTE0	AT5G52770
Q9LXT3	AT3G58680
Q9M1Z4	AT3G59800
Q9XIW1	AT5G13870
A0A1P8AUL6	AT1G43825
P0CJ49	AT4G20645
P0DKG3	AT4G04030
P0DKH2	AT5G40942
P82730	AT4G19038
Q0V817	AT4G12005
Q8S8D6	AT2G20613
Q94A34	AT4G36490
Q9C924	AT1G52970
Q9FHE5	AT5G45090
Q9FM82	AT5G56490
Q9FYJ1	AT1G31000
Q9LFG1	AT3G53590
Q9LFL0	AT5G16910
Q9LLR7	AT5G59320
Q9SJ18	AT2G21810
Q9ZSA2	AT4G04720
Q9ZUN4	AT2G19590
A0A1P8AVQ4	AT1G28265
F4IZ00	AT3G28155
F4JFZ4	AT4G08263
F4K735	AT5G28350
O23361	AT4G15070
O80765	AT1G60440
Q2V2W2	AT5G62627
Q682G3	AT1G48720
Q9C640	AT1G45403
Q9C7X7	AT1G56410
Q9CAU3	AT1G73300
Q9FHQ6	AT5G37640
Q9FL31	AT5G46300
Q9LX64	AT3G42060
Q9SF12	AT3G11870
Q9SFV2	AT3G07220
Q9SKD4	AT2G46460
Q9STF1	AT3G46770
Q9SVJ9	AT4G38940
Q9ZQX3	AT4G02540
A0A1P8AYJ3	AT2G04137
A0A1P8BEU5	AT5G54043
A0A1P8BF70	AT5G35688
A8MQN0	AT2G41997
B3H6I8	AT3G43572
F4HUX8	AT1G34315
F4K5W4	AT5G37140
Q56YW9	AT5G62690
Q8H148	AT4G22285
Q8H1M0	AT2G26030
Q94AH3	AT1G71900
Q9FN57	AT5G41440
Q9FUS6	AT1G27130
Q9LSF2	AT3G25240
Q9S9P2	AT1G15920
Q9STN2	AT4G08360
Q9T034	AT4G39280
Q9ZV29	AT2G28850
B3H619	AT2G01667
B3H6N9	AT2G09838
F4JCJ4	AT3G26445
O22940	AT2G41800
O22943	AT2G41770
O65569	AT4G30800
P92540	ATMG01060
Q0V7P8	AT5G27750
Q3E7R1	AT4G03292
Q3EDD7	AT1G12340
Q9FGZ4	AT5G49520
Q9FRI9	AT1G36756
Q9LG15	AT1G55950
Q9LJS0	AT3G25020
Q9LSF1	AT3G25250
Q9LVX0	AT3G27710
Q9LXM9	AT3G44580
Q9LXP5	AT3G44180
Q9LXU4	AT5G12950
Q9SIF7	AT2G11620
Q9SVU7	AT4G28800
Q9SXD9	AT1G62580
Q9XII5	AT2G16020
A0A178UUY0	AT4G32000
A0A1I9LTK0	AT3G44435
A0A1P8B9V7	AT5G46270
A0A1P8BEX4	AT5G15940
C0LGG7	AT1G53420
F4HQD4	AT1G79920
F4JNI7	AT4G23370
F4JTL0	AT4G38225
P49690	AT1G04480
P49690	AT2G33370
P82751	AT4G09153
Q3EA58	AT4G10695
Q9C9Q6	AT1G75120
Q9FHG2	AT5G46430
Q9LEQ7	AT5G14820
Q9LTE8	AT5G52690
Q9LZG4	AT3G43840
Q9M1U4	AT3G45150
Q9XID4	AT1G34310
Q9ZPX8	AT2G46610
A0A178UN75	AT3G57587
A0A1I9LLM0	AT3G49840
A0A1P8AVM6	AT1G67235
A0A1R7T3B9	AT5G49645
A8MSA5	AT5G63087
F4I396	AT1G36925
F4I3A7	AT1G37010
F4IQN6	AT2G24870
F4JL11	AT4G16143
Q2V2Y3	AT5G55131
Q3E7I6	AT1G28650
Q3E8A8	AT5G55855
Q6NLG8	AT4G33550
Q9FF15	AT5G07770
Q9LH42	AT3G19520
Q9LPQ3	AT1G18350
Q9LRL9	AT3G21933
Q9LUP8	AT3G17490
Q9LV17	AT5G62610
Q9M0W4	AT4G05310
Q9M237	AT3G43530
Q9MAP4	AT1G32970
Q9SGC1	AT1G70730
Q9SII8	AT2G17200
Q9SYC9	AT1G51270
Q9SZD4	AT4G29040
Q9ZW31	AT2G29500
A0A1P8B6H3	AT4G16920
A0A1P8BC48	AT5G43155
B5X561	AT1G17040
F4KH28	AT5G24318
P56805	ATCG01120
P82874	AT3G27080
Q9C963	AT1G60880
Q9FI40	AT5G47980
Q9FKM3	AT5G57480
Q9SF10	AT3G11890
Q9SN78	AT3G47600
Q9ZVD3	AT2G27070
A0A1P8AT27	AT1G72860
F4IB94	AT1G52050
F4JKT0	AT4G09780
O80603	AT1G10110
Q1PFV8	AT1G15620
Q2V4A4	AT2G04034
Q6AWW0	AT2G15325
Q6NPF8	AT2G37200
Q7X9V3	AT1G32070
Q8W3M7	AT4G06598
Q9FIA5	AT5G55010
Q9LF20	AT5G15620
Q9LMM8	AT1G01530
Q9LSW6	AT5G43450
Q9SFW5	AT1G76290
Q9SJC5	AT2G04440
Q9SN25	AT4G10200
Q9T0G9	AT4G13480
A0A1P8ANE6	AT1G05035
A0A1P8ASQ0	AT1G56225
A8MRJ4	AT2G22145
B3H7J0	AT5G03944
F4I4P8	AT1G23250
F4I697	AT1G23650
F4JZW7	AT5G35604
F4KH94	AT5G33330
O80477	AT2G23610
P93317	ATMG00630
Q4PSZ1	AT1G53325
Q8L7H1	AT4G14103
Q9LSJ8	AT3G28360
Q9SD04	AT3G51450
Q9SF11	AT3G11880
Q9SRX1	AT1G02770
Q9STZ3	AT3G47290
A0A1P8AQ95	AT1G65486
B3H4Q4	AT2G20921
B3H6B2	AT3G57072
F4HUD6	AT1G08125
F4I431	AT1G76910
F4I6H2	AT1G38790
F4IMD5	AT2G16960
F4KH86	AT5G24670
O80762	AT1G60410
Q4PSE4	AT5G26900
Q93ZN2	AT1G60710
Q9C646	AT1G58410
Q9C843	AT1G42700
Q9FLY7	AT5G39490
Q9LJG3	AT3G14210
Q9LX57	AT3G42130
Q9LYQ2	AT5G07130
Q9S9P3	AT1G15910
A0A1I9LME3	AT3G05775
A0A1I9LQM1	AT3G44485
A0A1P8BH02	AT5G37247
A8MQM2	AT1G60625
F4J349	AT3G44570
F4JEQ6	AT3G20555
F4JH25	AT4G00234
F4K1C5	AT5G26840
F4K315	AT5G42670
O22048	AT3G27620
O22189	AT2G23180
Q2V4D6	AT1G69825
Q570K8	AT5G44568
Q84X46	AT2G40745
Q940Z1	AT1G19525
Q94BY6	AT1G49200
Q96510	AT3G49960
Q9C8B8	AT1G35850
Q9FF23	AT5G38390
Q9FFH8	AT5G44100
Q9FHY7	AT5G41960
Q9LUE2	AT3G14520
Q9M077	AT4G32830
Q9M2S0	AT3G55590
Q9SRP4	AT3G03400
Q9T0K1	AT4G13300
Q9ZQJ8	AT2G07440
Q9ZV18	AT2G38870
A0A1P8AUG0	AT1G23985
A0A1P8BAK2	AT5G52045
C0LGD8	AT1G07550
F4I2Q7	AT1G10100
F4I698	AT1G23660
F4KGF3	AT5G64910
O04208	AT2G40050
O64697	AT2G34500
P0C2G6	AT4G00320
P56776	ATCG00590
Q3E9N2	AT4G39750
Q3E9T2	AT4G31615
Q8LGE7	AT5G18800
Q94CJ3	AT1G48000
Q9C6J2	AT1G50880
Q9C9T3	AT1G73790
Q9CAC1	AT1G70710
Q9CAU9	AT3G04830
Q9FFS6	AT5G41540
Q9FGC5	AT5G35940
Q9LPZ3	AT1G11410
Q9LV12	AT5G62660
Q9LVN0	AT5G58170
Q9S6Z9	AT3G07710
Q9ZNS6	AT3G05890
Q9ZQ68	AT2G14390
Q9ZT73	AT4G03450
Q9ZT87	AT4G27650
A0A1I9LQ59	AT3G26237
A0A1P8ANB8	AT1G20683
B3H4S0	AT3G60961
B3H5M1	AT5G43695
F4HSR2	AT1G20240
F4HZZ5	AT1G35630
F4IE28	AT1G19260
F4ISH3	AT2G19360
F4IST2	AT2G32170
O82373	AT2G29830
P0CH02	AT2G46494
P0DI08	AT1G17990
P0DKH9	AT1G01335
P23686	AT1G02500
Q058N0	AT5G57010
Q1G3S7	AT2G02103
Q3E8J7	AT5G40855
Q3EC08	AT2G14635
Q8GZ52	AT4G15230
Q8S8Q7	AT2G34370
Q94AZ8	AT4G22212
Q94K34	AT3G06570
Q9FH75	AT5G48410
Q9FM55	AT5G62970
Q9FXK2	AT1G24851
Q9FY65	AT5G09500
Q9M2K5	AT3G58110
Q9SKD0	AT2G01930
Q9SUM7	AT4G20520
Q9ZR08	AT4G03230
Q9ZVX6	AT2G16870
Q9ZW38	AT2G29600
A0A1P8AUT7	AT1G40090
A0A1P8AXU9	AT2G37670
A0A1P8B4R6	AT4G16555
A0A1P8BFG8	AT5G51620
A8MQ83	AT2G21727
F4HUN5	AT1G20730
O49353	AT5G20340
P0CJ60	AT4G20540
P19366	ATCG00480
P82781	AT2G02135
Q2V334	AT5G32619
Q84WV1	AT5G26360
Q9C871	AT1G31380
Q9FNG1	AT5G24210
Q9FNJ3	AT5G22680
Q9LIS0	AT3G23860
Q9LPU7	AT1G21120
Q9M084	AT4G31180
Q9M2C3	AT3G43630
Q9SKB6	AT2G31840
Q9XIQ5	AT1G64910
A0A1P8AU78	AT1G34807
A0A1P8AU78	AT1G34827
A0A1P8BGT8	AT5G20995
A0A1P8BHB3	AT5G37410
F4HQ23	AT1G66930
F4ICN4	AT1G32337
F4K4C2	AT5G27530
F4KIX1	AT5G46915
O22182	AT2G23260
O64791	AT1G61290
P0DKC1	AT5G36780
Q1G3J2	AT4G09465
Q2V310	AT5G46874
Q2V433	AT2G34123
Q2V4G4	AT1G58037
Q3EC23	AT2G12405
Q58FX2	AT2G43960
Q8GXB3	AT1G63470
